query,category,intent,city,region_code,top_n,pages_to_scan,target_topic,query_focus,positive_page_pattern,negative_page_traps
кофемашина для офиса с гарантией,coffee_machines,commercial,,,10,1,кофемашины и обслуживание для офиса,гарантия и условия: кофемашина для офиса,"страница именно про кофемашины и обслуживание для офиса с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кофейня; ремонт чайников; статьи о кофе; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кофемашина для офиса для бизнеса,coffee_machines,commercial,,,10,1,кофемашины и обслуживание для офиса,решение для бизнеса: кофемашина для офиса,"страница именно про кофемашины и обслуживание для офиса с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кофейня; ремонт чайников; статьи о кофе; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кофемашина для офиса под ключ,coffee_machines,commercial,,,10,1,кофемашины и обслуживание для офиса,комплексная услуга: кофемашина для офиса,"страница именно про кофемашины и обслуживание для офиса с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кофейня; ремонт чайников; статьи о кофе; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кофемашина для офиса рядом,coffee_machines,commercial,Москва,213,10,1,кофемашины и обслуживание для офиса,локальный поиск: кофемашина для офиса,"страница именно про кофемашины и обслуживание для офиса с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кофейня; ремонт чайников; статьи о кофе; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кофемашина для офиса консультация,coffee_machines,commercial,,,10,1,кофемашины и обслуживание для офиса,консультация по теме: кофемашина для офиса,"страница именно про кофемашины и обслуживание для офиса с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кофейня; ремонт чайников; статьи о кофе; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
лучшие кофемашина для офиса,coffee_machines,comparison,,,10,1,кофемашины и обслуживание для офиса,сравнение вариантов: кофемашина для офиса,"страница именно про кофемашины и обслуживание для офиса с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кофейня; ремонт чайников; статьи о кофе; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кейтеринг Санкт-Петербург,catering,commercial,Санкт-Петербург,2,10,1,выездное питание и кейтеринг,кейтеринг в городе Санкт-Петербург,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кейтеринг цена,catering,commercial,,,10,1,выездное питание и кейтеринг,стоимость: кейтеринг,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кейтеринг отзывы,catering,comparison,,,10,1,выездное питание и кейтеринг,отзывы и выбор: кейтеринг,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
как выбрать кейтеринг,catering,informational,,,10,1,выездное питание и кейтеринг,выбор по критериям: кейтеринг,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кейтеринг с гарантией,catering,commercial,,,10,1,выездное питание и кейтеринг,гарантия и условия: кейтеринг,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кейтеринг для бизнеса,catering,commercial,,,10,1,выездное питание и кейтеринг,решение для бизнеса: кейтеринг,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кейтеринг под ключ,catering,commercial,,,10,1,выездное питание и кейтеринг,комплексная услуга: кейтеринг,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кейтеринг рядом,catering,commercial,Санкт-Петербург,2,10,1,выездное питание и кейтеринг,локальный поиск: кейтеринг,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
кейтеринг консультация,catering,commercial,,,10,1,выездное питание и кейтеринг,консультация по теме: кейтеринг,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
лучшие кейтеринг,catering,comparison,,,10,1,выездное питание и кейтеринг,сравнение вариантов: кейтеринг,"страница именно про выездное питание и кейтеринг с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",доставка еды на дом; рецепты; ресторан без выезда; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
банкетный зал Екатеринбург,banquet_hall,commercial,Екатеринбург,54,10,1,аренда банкетных залов,банкетный зал в городе Екатеринбург,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
банкетный зал цена,banquet_hall,commercial,,,10,1,аренда банкетных залов,стоимость: банкетный зал,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
банкетный зал отзывы,banquet_hall,comparison,,,10,1,аренда банкетных залов,отзывы и выбор: банкетный зал,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
как выбрать банкетный зал,banquet_hall,informational,,,10,1,аренда банкетных залов,выбор по критериям: банкетный зал,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
банкетный зал с гарантией,banquet_hall,commercial,,,10,1,аренда банкетных залов,гарантия и условия: банкетный зал,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
банкетный зал для бизнеса,banquet_hall,commercial,,,10,1,аренда банкетных залов,решение для бизнеса: банкетный зал,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
банкетный зал под ключ,banquet_hall,commercial,,,10,1,аренда банкетных залов,комплексная услуга: банкетный зал,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
банкетный зал рядом,banquet_hall,commercial,Екатеринбург,54,10,1,аренда банкетных залов,локальный поиск: банкетный зал,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
банкетный зал консультация,banquet_hall,commercial,,,10,1,аренда банкетных залов,консультация по теме: банкетный зал,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
лучшие банкетный зал,banquet_hall,comparison,,,10,1,аренда банкетных залов,сравнение вариантов: банкетный зал,"страница именно про аренда банкетных залов с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",кейтеринг без площадки; мебель для ресторанов; афиша; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
организация мероприятий Казань,event_agency,commercial,Казань,43,10,1,event-агентства и организация событий,организация мероприятий в городе Казань,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
организация мероприятий цена,event_agency,commercial,,,10,1,event-агентства и организация событий,стоимость: организация мероприятий,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
организация мероприятий отзывы,event_agency,comparison,,,10,1,event-агентства и организация событий,отзывы и выбор: организация мероприятий,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
как выбрать организация мероприятий,event_agency,informational,,,10,1,event-агентства и организация событий,выбор по критериям: организация мероприятий,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
организация мероприятий с гарантией,event_agency,commercial,,,10,1,event-агентства и организация событий,гарантия и условия: организация мероприятий,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
организация мероприятий для бизнеса,event_agency,commercial,,,10,1,event-агентства и организация событий,решение для бизнеса: организация мероприятий,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
организация мероприятий под ключ,event_agency,commercial,,,10,1,event-агентства и организация событий,комплексная услуга: организация мероприятий,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
организация мероприятий рядом,event_agency,commercial,Казань,43,10,1,event-агентства и организация событий,локальный поиск: организация мероприятий,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
организация мероприятий консультация,event_agency,commercial,,,10,1,event-агентства и организация событий,консультация по теме: организация мероприятий,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
лучшие организация мероприятий,event_agency,comparison,,,10,1,event-агентства и организация событий,сравнение вариантов: организация мероприятий,"страница именно про event-агентства и организация событий с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",прокат оборудования только; блог идей; вакансии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
фотостудия Новосибирск,photo_studio,commercial,Новосибирск,65,10,1,аренда фотостудии и съемочные пространства,фотостудия в городе Новосибирск,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
фотостудия цена,photo_studio,commercial,,,10,1,аренда фотостудии и съемочные пространства,стоимость: фотостудия,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
фотостудия отзывы,photo_studio,comparison,,,10,1,аренда фотостудии и съемочные пространства,отзывы и выбор: фотостудия,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
как выбрать фотостудия,photo_studio,informational,,,10,1,аренда фотостудии и съемочные пространства,выбор по критериям: фотостудия,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
фотостудия с гарантией,photo_studio,commercial,,,10,1,аренда фотостудии и съемочные пространства,гарантия и условия: фотостудия,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
фотостудия для бизнеса,photo_studio,commercial,,,10,1,аренда фотостудии и съемочные пространства,решение для бизнеса: фотостудия,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
фотостудия под ключ,photo_studio,commercial,,,10,1,аренда фотостудии и съемочные пространства,комплексная услуга: фотостудия,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
фотостудия рядом,photo_studio,commercial,Новосибирск,65,10,1,аренда фотостудии и съемочные пространства,локальный поиск: фотостудия,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
фотостудия консультация,photo_studio,commercial,,,10,1,аренда фотостудии и съемочные пространства,консультация по теме: фотостудия,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
лучшие фотостудия,photo_studio,comparison,,,10,1,аренда фотостудии и съемочные пространства,сравнение вариантов: фотостудия,"страница именно про аренда фотостудии и съемочные пространства с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотограф без студии; магазин фотоаппаратов; обработка фото; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
свадебный фотограф Москва,wedding_photographer,commercial,Москва,213,10,1,свадебная фотосъемка,свадебный фотограф в городе Москва,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
свадебный фотограф цена,wedding_photographer,commercial,,,10,1,свадебная фотосъемка,стоимость: свадебный фотограф,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
свадебный фотограф отзывы,wedding_photographer,comparison,,,10,1,свадебная фотосъемка,отзывы и выбор: свадебный фотограф,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
как выбрать свадебный фотограф,wedding_photographer,informational,,,10,1,свадебная фотосъемка,выбор по критериям: свадебный фотограф,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
свадебный фотограф с гарантией,wedding_photographer,commercial,,,10,1,свадебная фотосъемка,гарантия и условия: свадебный фотограф,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
свадебный фотограф для бизнеса,wedding_photographer,commercial,,,10,1,свадебная фотосъемка,решение для бизнеса: свадебный фотограф,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
свадебный фотограф под ключ,wedding_photographer,commercial,,,10,1,свадебная фотосъемка,комплексная услуга: свадебный фотограф,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
свадебный фотограф рядом,wedding_photographer,commercial,Москва,213,10,1,свадебная фотосъемка,локальный поиск: свадебный фотограф,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
свадебный фотограф консультация,wedding_photographer,commercial,,,10,1,свадебная фотосъемка,консультация по теме: свадебный фотограф,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
лучшие свадебный фотограф,wedding_photographer,comparison,,,10,1,свадебная фотосъемка,сравнение вариантов: свадебный фотограф,"страница именно про свадебная фотосъемка с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",фотостудия без фотографа; свадебные платья; курсы фотографии; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
лазерная резка металла Санкт-Петербург,laser_cutting,commercial,Санкт-Петербург,2,10,1,лазерная резка и обработка металла,лазерная резка металла в городе Санкт-Петербург,"страница именно про лазерная резка и обработка металла с понятным ответом на запрос, условиями, доказательствами, контактами или подробным информационным раскрытием",лазерная эпиляция; продажа лазеров; металлопрокат без резки; страница с коммерческими словами без совпадения ядра запроса; качественный сайт из другой тематики
