dataset_version,feature_schema_version,extraction_artifact_version,label_schema_version,label_source,weak_target_score,expert_target_score,query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,artifact_path,artifact_sha1,artifact_size_bytes,target_score
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,видеонаблюдение для офиса цена,video_surveillance,commercial,,,https://isoncom.ru/category/videonablyudenie/gotovye-komplekty/,isoncom.ru,7,0,,,category,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://isoncom.ru/category/videonablyudenie/gotovye-komplekty/
Call log:
  - navigating to ""https://isoncom.ru/category/videonablyudenie/gotovye-komplekty/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,22.2222,,видеонаблюдение для офиса цена,video_surveillance,commercial,,,https://www.csat.ru/videonablyudenie/videonablyudenie-dlya-ofisa/,csat.ru,8,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://www.csat.ru/videonablyudenie/videonablyudenie-dlya-ofisa/
Call log:
  - navigating to ""https://www.csat.ru/videonablyudenie/videonablyudenie-dlya-ofisa/"", waiting until ""domcontentloaded""
",,,0,22.2222
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,видеонаблюдение для офиса с гарантией,video_surveillance,commercial,,,https://sphera-b.ru/uslugi/ustanovka-videonablyudeniya-v-ofis/,sphera-b.ru,7,0,,,content,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://sphera-b.ru/uslugi/ustanovka-videonablyudeniya-v-ofis/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,видеонаблюдение для офиса с гарантией,video_surveillance,commercial,,,https://videoglaz.ru/,videoglaz.ru,9,0,,,homepage,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://videoglaz.ru/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,видеонаблюдение для офиса для бизнеса,video_surveillance,commercial,,,https://moscow.megafon.ru/corporate/services/videonabludenie,moscow.megafon.ru,6,0,,,category,failed,"Page.goto: net::ERR_CONNECTION_CLOSED at https://moscow.megafon.ru/corporate/services/videonabludenie
Call log:
  - navigating to ""https://moscow.megafon.ru/corporate/services/videonabludenie"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,видеонаблюдение для офиса консультация,video_surveillance,commercial,,,https://ekeng.ru/videonablyudenie/ofis/,ekeng.ru,7,0,,,content,failed,"Page.goto: net::ERR_CERT_DATE_INVALID at https://ekeng.ru/videonablyudenie/ofis/
Call log:
  - navigating to ""https://ekeng.ru/videonablyudenie/ofis/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,как выбрать пожарная сигнализация,fire_safety,informational,,,https://tehpb.ru/blog/kak-vybrat-sistemu-pozharnoy-signalizatsii/,tehpb.ru,1,0,,,article,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://tehpb.ru/blog/kak-vybrat-sistemu-pozharnoy-signalizatsii/
Call log:
  - navigating to ""https://tehpb.ru/blog/kak-vybrat-sistemu-pozharnoy-signalizatsii/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,88.8889,,как выбрать пожарная сигнализация,fire_safety,informational,,,https://magazin01.ru/blog/articles/pozharnaya-signalizatsiya-vidy-ustroystvo-i-kak-vybrat-sistemu/,magazin01.ru,2,0,,,article,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://magazin01.ru/blog/articles/pozharnaya-signalizatsiya-vidy-ustroystvo-i-kak-vybrat-sistemu/
Call log:
  - navigating to ""https://magazin01.ru/blog/articles/pozharnaya-signalizatsiya-vidy-ustroystvo-i-kak-vybrat-sistemu/"", waiting until ""domcontentloaded""
",,,0,88.8889
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,55.5556,,пожарная сигнализация с гарантией,fire_safety,commercial,,,https://airisgsm.ru/ohrannye-gsm-wifi-signalizacii/,airisgsm.ru,5,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_RESET at https://airisgsm.ru/ohrannye-gsm-wifi-signalizacii/
Call log:
  - navigating to ""https://airisgsm.ru/ohrannye-gsm-wifi-signalizacii/"", waiting until ""domcontentloaded""
",,,0,55.5556
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,пожарная сигнализация с гарантией,fire_safety,commercial,,,https://satro-paladin.com/catalog/sistemy-ohranno-pozharnoy-signalizacii/,satro-paladin.com,7,0,,,product,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://satro-paladin.com/catalog/sistemy-ohranno-pozharnoy-signalizacii/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,55.5556,,пожарная сигнализация для бизнеса,fire_safety,commercial,,,https://asb112.ru/news/pozharnaya-signalizatsiya-dlya-biznesa-sovremennye-resheniya-i-trebovaniya-mchs-asb-112-pozharnaya-b/,asb112.ru,5,0,,,article,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://asb112.ru/news/pozharnaya-signalizatsiya-dlya-biznesa-sovremennye-resheniya-i-trebovaniya-mchs-asb-112-pozharnaya-b/
Call log:
  - navigating to ""https://asb112.ru/news/pozharnaya-signalizatsiya-dlya-biznesa-sovremennye-resheniya-i-trebovaniya-mchs-asb-112-pozharnaya-b/"", waiting until ""domcontentloaded""
",,,0,55.5556
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,пожарная сигнализация под ключ,fire_safety,commercial,,,https://astra-sb.ru/,astra-sb.ru,6,0,,,homepage,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://astra-sb.ru/"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,пожарная сигнализация рядом,fire_safety,commercial,Санкт-Петербург,2,https://www.spsystema.ru/services/systems-safety/fire,spsystema.ru,9,0,,,category,failed,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.spsystema.ru/services/systems-safety/fire
Call log:
  - navigating to ""https://www.spsystema.ru/services/systems-safety/fire"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,88.8889,,лучшие пожарная сигнализация,fire_safety,comparison,,,https://www.kp.ru/expert/dom/luchshie-pozharnye-signalizaczii-dlya-doma/,kp.ru,2,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/expert/dom/luchshie-pozharnye-signalizaczii-dlya-doma/
Call log:
  - navigating to ""https://www.kp.ru/expert/dom/luchshie-pozharnye-signalizaczii-dlya-doma/"", waiting until ""domcontentloaded""
",,,0,88.8889
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,стеллажи для склада цена,warehouse_racking,commercial,,,https://lemanapro.ru/catalogue/stellazhi-dlya-sklada/,lemanapro.ru,3,0,,,product,failed,Browser rendering did not produce usable content,,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,стеллажи для склада цена,warehouse_racking,commercial,,,https://stellsafe.ru/catalog/stellazhi/stellazhi_dlya_sklada/,stellsafe.ru,7,0,,,product,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://stellsafe.ru/catalog/stellazhi/stellazhi_dlya_sklada/
Call log:
  - navigating to ""https://stellsafe.ru/catalog/stellazhi/stellazhi_dlya_sklada/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,стеллажи для склада для бизнеса,warehouse_racking,commercial,,,https://lemanapro.ru/catalogue/stellazhi-dlya-sklada/,lemanapro.ru,10,0,,,product,failed,Browser rendering did not produce usable content,,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,аренда вилочного погрузчика Казань,forklift_rental,commercial,Казань,43,https://specavto.ru/arenda/pogruzchiki/vilochnye/kazan/,specavto.ru,9,0,,,content,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://specavto.ru/arenda/pogruzchiki/vilochnye/kazan/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,66.6667,,как выбрать аренда вилочного погрузчика,forklift_rental,informational,,,https://www.wesfork.ru/news/как-выбрать-вилочный-погрузчик-для-ар/,wesfork.ru,4,0,,,article,failed,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.wesfork.ru/news/%D0%BA%D0%B0%D0%BA-%D0%B2%D1%8B%D0%B1%D1%80%D0%B0%D1%82%D1%8C-%D0%B2%D0%B8%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%BF%D0%BE%D0%B3%D1%80%D1%83%D0%B7%D1%87%D0%B8%D0%BA-%D0%B4%D0%BB%D1%8F-%D0%B0%D1%80/
Call log:
  - navigating to ""https://www.wesfork.ru/news/%D0%BA%D0%B0%D0%BA-%D0%B2%D1%8B%D0%B1%D1%80%D0%B0%D1%82%D1%8C-%D0%B2%D0%B8%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%BF%D0%BE%D0%B3%D1%80%D1%83%D0%B7%D1%87%D0%B8%D0%BA-%D",,,0,66.6667
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,22.2222,,как выбрать аренда вилочного погрузчика,forklift_rental,informational,,,https://life4rent.com/ru/blog/forklift-rental-a-practical-guide-for-small-businesses-and-diyers-2026,life4rent.com,8,0,,,article,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://life4rent.com/ru/blog/forklift-rental-a-practical-guide-for-small-businesses-and-diyers-2026"", waiting until ""domcontentloaded""
",,,0,22.2222
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,как выбрать аренда вилочного погрузчика,forklift_rental,informational,,,https://blog.ks-arenda.ru/arenda-vilochnogo-pogruzchika-kak-vybrat-podkhodyashchee-oborudovanie-dlya-sklada/,blog.ks-arenda.ru,10,0,,,content,failed,Browser rendering did not produce usable content,,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,аренда вилочного погрузчика для бизнеса,forklift_rental,commercial,,,https://www.bulat-metiz.ru/stati/3090-arenda-vilochnogo-pogruzchika-prakticheskoe-rukovodstvo-dlya-biznesa,bulat-metiz.ru,9,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://www.bulat-metiz.ru/stati/3090-arenda-vilochnogo-pogruzchika-prakticheskoe-rukovodstvo-dlya-biznesa
Call log:
  - navigating to ""https://www.bulat-metiz.ru/stati/3090-arenda-vilochnogo-pogruzchika-prakticheskoe-rukovodstvo-dlya-biznesa"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,лучшие аренда вилочного погрузчика,forklift_rental,comparison,,,https://glavtraktor.ru/arenda-tehniki-dlya-sklada/vilochnye-pogruzchiki.html,glavtraktor.ru,10,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://glavtraktor.ru/arenda-tehniki-dlya-sklada/vilochnye-pogruzchiki.html
Call log:
  - navigating to ""https://glavtraktor.ru/arenda-tehniki-dlya-sklada/vilochnye-pogruzchiki.html"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,упаковочное оборудование Новосибирск,packaging_equipment,commercial,Новосибирск,65,https://novosibirsk.dema-pack.ru/,novosibirsk.dema-pack.ru,6,0,,,homepage,failed,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://novosibirsk.dema-pack.ru/
Call log:
  - navigating to ""https://novosibirsk.dema-pack.ru/"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,88.8889,,упаковочное оборудование цена,packaging_equipment,commercial,,,https://fis.ru/Upakovochnoe-oborudovanie,fis.ru,2,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://fis.ru/Upakovochnoe-oborudovanie
Call log:
  - navigating to ""https://fis.ru/Upakovochnoe-oborudovanie"", waiting until ""domcontentloaded""
",,,0,88.8889
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,упаковочное оборудование цена,packaging_equipment,commercial,,,https://vostok-pack.ru/catalog,vostok-pack.ru,3,0,,,product,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://vostok-pack.ru/catalog
Call log:
  - navigating to ""https://vostok-pack.ru/catalog"", waiting until ""domcontentloaded""
",,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,упаковочное оборудование отзывы,packaging_equipment,comparison,,,https://www.ruipuhua-machinery.ru/blog/отзывы-упаковочного-оборудования-эк/,ruipuhua-machinery.ru,3,0,,,article,failed,"Page.goto: net::ERR_CONNECTION_RESET at https://www.ruipuhua-machinery.ru/blog/%D0%BE%D1%82%D0%B7%D1%8B%D0%B2%D1%8B-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D1%8D%D0%BA/
Call log:
  - navigating to ""https://www.ruipuhua-machinery.ru/blog/%D0%BE%D1%82%D0%B7%D1%8B%D0%B2%D1%8B-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%",,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,как выбрать упаковочное оборудование,packaging_equipment,informational,,,https://agatpack.ru/blog/tipy-professionalnogo-upakovochnogo-oborudovaniya/,agatpack.ru,1,0,,,article,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://agatpack.ru/blog/tipy-professionalnogo-upakovochnogo-oborudovaniya/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,упаковочное оборудование для бизнеса,packaging_equipment,commercial,,,https://obkit.ru/catalog/upakovochnoe-oborudovanie,obkit.ru,9,0,,,product,failed,"Page.goto: net::ERR_CONNECTION_RESET at https://obkit.ru/catalog/upakovochnoe-oborudovanie
Call log:
  - navigating to ""https://obkit.ru/catalog/upakovochnoe-oborudovanie"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,88.8889,,упаковочное оборудование под ключ,packaging_equipment,commercial,,,https://pakbro.ru/,pakbro.ru,2,0,,,homepage,failed,"Page.goto: net::ERR_CERT_DATE_INVALID at https://pakbro.ru/
Call log:
  - navigating to ""https://pakbro.ru/"", waiting until ""domcontentloaded""
",,,0,88.8889
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,упаковочное оборудование под ключ,packaging_equipment,commercial,,,https://ipr-chn.ru/upakovochnoe-oborudovanie,ipr-chn.ru,6,0,,,content,failed,"Page.goto: net::ERR_CERT_DATE_INVALID at https://ipr-chn.ru/upakovochnoe-oborudovanie
Call log:
  - navigating to ""https://ipr-chn.ru/upakovochnoe-oborudovanie"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,22.2222,,упаковочное оборудование под ключ,packaging_equipment,commercial,,,https://gdhpmachine.com/ru/,gdhpmachine.com,8,0,,,content,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://gdhpmachine.com/ru/"", waiting until ""domcontentloaded""
",,,0,22.2222
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,упаковочное оборудование консультация,packaging_equipment,commercial,,,https://upack-tech.com/ru/,upack-tech.com,1,0,,,content,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://upack-tech.com/ru/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,кофемашина для офиса Москва,coffee_machines,commercial,Москва,213,https://lemanapro.ru/catalogue/kofemashiny/dlya-ofisa/,lemanapro.ru,1,0,,,product,failed,Browser rendering did not produce usable content,,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,кофемашина для офиса Москва,coffee_machines,commercial,Москва,213,https://miele-store.ru/market/kofemashiny/recommend/kofemashiny-dlya-ofisa/,miele-store.ru,7,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://miele-store.ru/market/kofemashiny/recommend/kofemashiny-dlya-ofisa/
Call log:
  - navigating to ""https://miele-store.ru/market/kofemashiny/recommend/kofemashiny-dlya-ofisa/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,22.2222,,кофемашина для офиса Москва,coffee_machines,commercial,Москва,213,https://bosch-centre.ru/bosch/kofemashiny/recommend/avtomaticheskie-kofemashiny-dlya-ofisa/,bosch-centre.ru,8,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://bosch-centre.ru/bosch/kofemashiny/recommend/avtomaticheskie-kofemashiny-dlya-ofisa/
Call log:
  - navigating to ""https://bosch-centre.ru/bosch/kofemashiny/recommend/avtomaticheskie-kofemashiny-dlya-ofisa/"", waiting until ""domcontentloaded""
",,,0,22.2222
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,кофемашина для офиса Москва,coffee_machines,commercial,Москва,213,https://asko-russia.ru/catalog/kofemashiny/ext/avtomaticheskie-kofemashiny-dlya-ofisa/,asko-russia.ru,9,0,,,product,failed,"Page.goto: net::ERR_CONNECTION_RESET at https://asko-russia.ru/catalog/kofemashiny/ext/avtomaticheskie-kofemashiny-dlya-ofisa/
Call log:
  - navigating to ""https://asko-russia.ru/catalog/kofemashiny/ext/avtomaticheskie-kofemashiny-dlya-ofisa/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,0.0,,кофемашина для офиса Москва,coffee_machines,commercial,Москва,213,https://ligabarshop.ru/categories/kofemashiny-dlya-ofisa,ligabarshop.ru,10,0,,,content,failed,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://ligabarshop.ru/categories/kofemashiny-dlya-ofisa
Call log:
  - navigating to ""https://ligabarshop.ru/categories/kofemashiny-dlya-ofisa"", waiting until ""domcontentloaded""
",,,0,0.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,кофемашина для офиса отзывы,coffee_machines,comparison,,,https://tehcovet.ru/reitingi/tehnika-dly-kyhni/luchshie-kofemashini-dlya-ofisa.html,tehcovet.ru,7,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://tehcovet.ru/reitingi/tehnika-dly-kyhni/luchshie-kofemashini-dlya-ofisa.html
Call log:
  - navigating to ""https://tehcovet.ru/reitingi/tehnika-dly-kyhni/luchshie-kofemashini-dlya-ofisa.html"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,кофемашина для офиса с гарантией,coffee_machines,commercial,,,https://gorenje-ru.ru/catalog/kofemashiny/recommend/ofisnye-kofemashiny/,gorenje-ru.ru,6,0,,,product,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://gorenje-ru.ru/catalog/kofemashiny/recommend/ofisnye-kofemashiny/
Call log:
  - navigating to ""https://gorenje-ru.ru/catalog/kofemashiny/recommend/ofisnye-kofemashiny/"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,кофемашина для офиса с гарантией,coffee_machines,commercial,,,https://bosch-centre.ru/bosch/kofemashiny/recommend/avtomaticheskie-kofemashiny-dlya-ofisa/,bosch-centre.ru,7,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://bosch-centre.ru/bosch/kofemashiny/recommend/avtomaticheskie-kofemashiny-dlya-ofisa/
Call log:
  - navigating to ""https://bosch-centre.ru/bosch/kofemashiny/recommend/avtomaticheskie-kofemashiny-dlya-ofisa/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,кофемашина для офиса под ключ,coffee_machines,commercial,,,https://entero.ru/list/78/dlya-ofisa/,entero.ru,9,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://entero.ru/list/78/dlya-ofisa/
Call log:
  - navigating to ""https://entero.ru/list/78/dlya-ofisa/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,88.8889,,кейтеринг для бизнеса,catering,commercial,,,https://sberbusiness.live/publications/kejtering-kak-nachat-biznes,sberbusiness.live,2,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://sberbusiness.live/publications/kejtering-kak-nachat-biznes
Call log:
  - navigating to ""https://sberbusiness.live/publications/kejtering-kak-nachat-biznes"", waiting until ""domcontentloaded""
",,,0,88.8889
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,44.4444,,кейтеринг для бизнеса,catering,commercial,,,https://okocrm.com/blog/organizaciya-kejteringa-s-nulya/,okocrm.com,6,0,,,article,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://okocrm.com/blog/organizaciya-kejteringa-s-nulya/
Call log:
  - navigating to ""https://okocrm.com/blog/organizaciya-kejteringa-s-nulya/"", waiting until ""domcontentloaded""
",,,0,44.4444
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,100.0,,кейтеринг под ключ,catering,commercial,,,https://diamond-catering.ru/,diamond-catering.ru,1,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://diamond-catering.ru/
Call log:
  - navigating to ""https://diamond-catering.ru/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,кейтеринг под ключ,catering,commercial,,,https://furshetevent.ru/,furshetevent.ru,9,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://furshetevent.ru/
Call log:
  - navigating to ""https://furshetevent.ru/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,кейтеринг рядом,catering,commercial,Санкт-Петербург,2,https://vkusvill.ru/catering/,vkusvill.ru,9,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://vkusvill.ru/catering/
Call log:
  - navigating to ""https://vkusvill.ru/catering/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,кейтеринг консультация,catering,commercial,,,https://okocrm.com/blog/organizaciya-kejteringa-s-nulya/,okocrm.com,3,0,,,article,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://okocrm.com/blog/organizaciya-kejteringa-s-nulya/
Call log:
  - navigating to ""https://okocrm.com/blog/organizaciya-kejteringa-s-nulya/"", waiting until ""domcontentloaded""
",,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,кейтеринг консультация,catering,commercial,,,https://pencia.ru/kejtering/,pencia.ru,9,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://pencia.ru/kejtering/
Call log:
  - navigating to ""https://pencia.ru/kejtering/"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,77.7778,,банкетный зал с гарантией,banquet_hall,commercial,,,https://www.vremena-goda.ru/banquet/,vremena-goda.ru,3,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://www.vremena-goda.ru/banquet/
Call log:
  - navigating to ""https://www.vremena-goda.ru/banquet/"", waiting until ""domcontentloaded""
",,,0,77.7778
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,66.6667,,банкетный зал для бизнеса,banquet_hall,commercial,,,https://bizlana.ru/biznes-plan/banketnogo-zala/,bizlana.ru,4,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://bizlana.ru/biznes-plan/banketnogo-zala/
Call log:
  - navigating to ""https://bizlana.ru/biznes-plan/banketnogo-zala/"", waiting until ""domcontentloaded""
",,,0,66.6667
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,банкетный зал для бизнеса,banquet_hall,commercial,,,https://realybiz.ru/idei/biznes-ideya-otkrytiya-banketnogo-zala,realybiz.ru,9,0,,,content,failed,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://realybiz.ru/idei/biznes-ideya-otkrytiya-banketnogo-zala
Call log:
  - navigating to ""https://realybiz.ru/idei/biznes-ideya-otkrytiya-banketnogo-zala"", waiting until ""domcontentloaded""
",,,0,11.1111
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,33.3333,,лучшие банкетный зал,banquet_hall,comparison,,,https://www.kp.ru/russia/barnaul/luchshie-banketnye-zaly-barnaula/,kp.ru,7,0,,,content,failed,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.kp.ru/russia/barnaul/luchshie-banketnye-zaly-barnaula/
Call log:
  - navigating to ""https://www.kp.ru/russia/barnaul/luchshie-banketnye-zaly-barnaula/"", waiting until ""domcontentloaded""
",,,0,33.3333
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,22.2222,,организация мероприятий Казань,event_agency,commercial,Казань,43,https://concepto.ru/events/,concepto.ru,8,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://concepto.ru/events/
Call log:
  - navigating to ""https://concepto.ru/events/"", waiting until ""domcontentloaded""
",,,0,22.2222
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,22.2222,,организация мероприятий цена,event_agency,commercial,,,https://blizko.ru/predl/otdyhirazvlecheniya/organizatsiya_meropriyatiy,blizko.ru,8,0,,,content,failed,Page.content: Unable to retrieve content because the page is navigating and changing the content.,,,0,22.2222
dataset-v7-final,v2,extraction-v2,hybrid-v1,weak_serp,11.1111,,организация мероприятий цена,event_agency,commercial,,,https://abstudionsk.ru/price-list,abstudionsk.ru,9,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://abstudionsk.ru/price-list
Call log:
  - navigating to ""https://abstudionsk.ru/price-list"", waiting until ""domcontentloaded""
",,,0,11.1111
